0.00.083.738 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.085.251 I srv    load_model: loading model '/Users/sgj/.lmstudio/models/deepreinforce-ai/Ornith-1.0-9B-GGUF/ornith-1.0-9b-Q4_K_M.gguf'
0.00.876.386 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 37632, kv_unified = 'false'
0.00.889.029 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.00.889.036 I srv  llama_server: model loaded
0.00.889.037 I srv  llama_server: listening on http://127.0.0.1:8080
0.03.131.859 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
125.36.358.785 I slot print_timing: id  0 | task 161969 | n_decoded =    104, tg =  34.31 t/s, tg_3s =  34.31 t/s
125.37.011.502 I slot print_timing: id  0 | task 161969 | prompt eval time =    5576.05 ms /  1663 tokens (    3.35 ms per token,   298.24 tokens per second)
125.37.011.505 I slot print_timing: id  0 | task 161969 |        eval time =    3684.16 ms /   125 tokens (   29.47 ms per token,    33.93 tokens per second)
125.37.011.506 I slot print_timing: id  0 | task 161969 |       total time =    9260.20 ms /  1788 tokens
125.37.011.506 I slot print_timing: id  0 | task 161969 |    graphs reused =     159569
125.37.011.616 I slot      release: id  0 | task 161969 | stop processing: n_tokens = 4249, truncated = 0
125.37.029.192 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.887 (> 0.100 thold), f_keep = 0.971
125.37.029.307 I slot launch_slot_: id  0 | task 162098 | processing task, is_child = 0
125.40.496.485 I slot print_timing: id  0 | task 162098 | prompt processing, n_tokens =   1068, progress = 0.90, t =   3.47 s / 308.03 tokens per second
125.40.714.876 I slot print_timing: id  0 | task 162098 | prompt processing, n_tokens =   1524, progress = 1.00, t =   3.69 s / 413.51 tokens per second
125.44.352.132 I slot print_timing: id  0 | task 162098 | prompt eval time =    5304.63 ms /  1528 tokens (    3.47 ms per token,   288.05 tokens per second)
125.44.352.134 I slot print_timing: id  0 | task 162098 |        eval time =    2018.18 ms /    70 tokens (   28.83 ms per token,    34.68 tokens per second)
125.44.352.135 I slot print_timing: id  0 | task 162098 |       total time =    7322.82 ms /  1598 tokens
125.44.352.135 I slot print_timing: id  0 | task 162098 |    graphs reused =     159637
125.44.352.255 I slot      release: id  0 | task 162098 | stop processing: n_tokens = 4716, truncated = 0
125.44.370.661 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.907 (> 0.100 thold), f_keep = 0.985
125.44.370.775 I slot launch_slot_: id  0 | task 162172 | processing task, is_child = 0
125.49.792.639 I slot print_timing: id  0 | task 162172 | prompt eval time =    3408.31 ms /   936 tokens (    3.64 ms per token,   274.62 tokens per second)
125.49.792.641 I slot print_timing: id  0 | task 162172 |        eval time =    2013.55 ms /    70 tokens (   28.76 ms per token,    34.76 tokens per second)
125.49.792.642 I slot print_timing: id  0 | task 162172 |       total time =    5421.86 ms /  1006 tokens
125.49.792.642 I slot print_timing: id  0 | task 162172 |    graphs reused =     159705
125.49.792.775 I slot      release: id  0 | task 162172 | stop processing: n_tokens = 5192, truncated = 0
125.49.812.437 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.712 (> 0.100 thold), f_keep = 0.788
125.49.812.554 I slot launch_slot_: id  0 | task 162246 | processing task, is_child = 0
125.54.826.515 I slot print_timing: id  0 | task 162246 | prompt processing, n_tokens =   2033, progress = 0.90, t =   5.01 s / 405.47 tokens per second
125.56.453.799 I slot print_timing: id  0 | task 162246 | prompt processing, n_tokens =   2111, progress = 0.91, t =   6.64 s / 317.86 tokens per second
125.56.773.368 I slot print_timing: id  0 | task 162246 | prompt processing, n_tokens =   2623, progress = 1.00, t =   6.96 s / 376.82 tokens per second
126.00.557.918 I slot print_timing: id  0 | task 162246 | prompt eval time =    8700.12 ms /  2627 tokens (    3.31 ms per token,   301.95 tokens per second)
126.00.557.921 I slot print_timing: id  0 | task 162246 |        eval time =    2045.24 ms /    70 tokens (   29.22 ms per token,    34.23 tokens per second)
126.00.557.921 I slot print_timing: id  0 | task 162246 |       total time =   10745.36 ms /  2697 tokens
126.00.557.921 I slot print_timing: id  0 | task 162246 |    graphs reused =     159773
126.00.558.063 I slot      release: id  0 | task 162246 | stop processing: n_tokens = 5815, truncated = 0
126.00.578.806 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.910 (> 0.100 thold), f_keep = 0.988
126.00.578.922 I slot launch_slot_: id  0 | task 162320 | processing task, is_child = 0
126.06.932.051 I slot print_timing: id  0 | task 162320 | prompt eval time =    4351.01 ms /  1161 tokens (    3.75 ms per token,   266.83 tokens per second)
126.06.932.054 I slot print_timing: id  0 | task 162320 |        eval time =    2002.12 ms /    70 tokens (   28.60 ms per token,    34.96 tokens per second)
126.06.932.054 I slot print_timing: id  0 | task 162320 |       total time =    6353.12 ms /  1231 tokens
126.06.932.055 I slot print_timing: id  0 | task 162320 |    graphs reused =     159841
126.06.932.207 I slot      release: id  0 | task 162320 | stop processing: n_tokens = 6382, truncated = 0
126.06.953.969 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.912 (> 0.100 thold), f_keep = 0.989
126.06.954.091 I slot launch_slot_: id  0 | task 162394 | processing task, is_child = 0
126.12.899.463 I slot print_timing: id  0 | task 162394 | prompt eval time =    3994.68 ms /  1118 tokens (    3.57 ms per token,   279.87 tokens per second)
126.12.899.466 I slot print_timing: id  0 | task 162394 |        eval time =    1950.69 ms /    67 tokens (   29.11 ms per token,    34.35 tokens per second)
126.12.899.467 I slot print_timing: id  0 | task 162394 |       total time =    5945.37 ms /  1185 tokens
126.12.899.467 I slot print_timing: id  0 | task 162394 |    graphs reused =     159906
126.12.899.628 I slot      release: id  0 | task 162394 | stop processing: n_tokens = 6987, truncated = 0
126.12.921.911 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.914 (> 0.100 thold), f_keep = 0.990
126.12.922.033 I slot launch_slot_: id  0 | task 162465 | processing task, is_child = 0
126.19.166.144 I slot print_timing: id  0 | task 162465 | prompt eval time =    4263.34 ms /  1200 tokens (    3.55 ms per token,   281.47 tokens per second)
126.19.166.146 I slot print_timing: id  0 | task 162465 |        eval time =    1980.77 ms /    68 tokens (   29.13 ms per token,    34.33 tokens per second)
126.19.166.147 I slot print_timing: id  0 | task 162465 |       total time =    6244.10 ms /  1268 tokens
126.19.166.147 I slot print_timing: id  0 | task 162465 |    graphs reused =     159972
126.19.166.317 I slot      release: id  0 | task 162465 | stop processing: n_tokens = 7637, truncated = 0
126.19.189.698 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.923 (> 0.100 thold), f_keep = 0.991
126.19.189.818 I slot launch_slot_: id  0 | task 162537 | processing task, is_child = 0
126.26.596.962 I slot print_timing: id  0 | task 162537 | n_decoded =    101, tg =  33.45 t/s, tg_3s =  33.45 t/s
126.29.614.391 I slot print_timing: id  0 | task 162537 | n_decoded =    194, tg =  32.14 t/s, tg_3s =  30.82 t/s
126.32.639.050 I slot print_timing: id  0 | task 162537 | n_decoded =    287, tg =  31.67 t/s, tg_3s =  30.75 t/s
126.35.641.280 I slot print_timing: id  0 | task 162537 | n_decoded =    381, tg =  31.58 t/s, tg_3s =  31.31 t/s
126.38.659.821 I slot print_timing: id  0 | task 162537 | n_decoded =    475, tg =  31.49 t/s, tg_3s =  31.14 t/s
126.41.683.242 I slot print_timing: id  0 | task 162537 | n_decoded =    569, tg =  31.43 t/s, tg_3s =  31.09 t/s
126.44.703.140 I slot print_timing: id  0 | task 162537 | n_decoded =    662, tg =  31.34 t/s, tg_3s =  30.80 t/s
126.47.715.640 I slot print_timing: id  0 | task 162537 | n_decoded =    756, tg =  31.32 t/s, tg_3s =  31.20 t/s
126.50.716.393 I slot print_timing: id  0 | task 162537 | n_decoded =    849, tg =  31.28 t/s, tg_3s =  30.99 t/s
126.53.717.715 I slot print_timing: id  0 | task 162537 | n_decoded =    933, tg =  30.96 t/s, tg_3s =  27.99 t/s
126.56.731.369 I slot print_timing: id  0 | task 162537 | n_decoded =   1022, tg =  30.83 t/s, tg_3s =  29.53 t/s
126.59.750.536 I slot print_timing: id  0 | task 162537 | n_decoded =   1114, tg =  30.80 t/s, tg_3s =  30.47 t/s
127.02.762.417 I slot print_timing: id  0 | task 162537 | n_decoded =   1202, tg =  30.68 t/s, tg_3s =  29.22 t/s
127.05.779.574 I slot print_timing: id  0 | task 162537 | n_decoded =   1293, tg =  30.64 t/s, tg_3s =  30.16 t/s
127.08.788.393 I slot print_timing: id  0 | task 162537 | n_decoded =   1384, tg =  30.61 t/s, tg_3s =  30.24 t/s
127.11.801.509 I slot print_timing: id  0 | task 162537 | n_decoded =   1473, tg =  30.55 t/s, tg_3s =  29.54 t/s
127.14.809.506 I slot print_timing: id  0 | task 162537 | n_decoded =   1563, tg =  30.51 t/s, tg_3s =  29.92 t/s
127.17.818.509 I slot print_timing: id  0 | task 162537 | n_decoded =   1653, tg =  30.48 t/s, tg_3s =  29.91 t/s
127.20.857.889 I slot print_timing: id  0 | task 162537 | n_decoded =   1744, tg =  30.45 t/s, tg_3s =  29.94 t/s
127.23.867.664 I slot print_timing: id  0 | task 162537 | n_decoded =   1834, tg =  30.42 t/s, tg_3s =  29.90 t/s
127.26.882.472 I slot print_timing: id  0 | task 162537 | n_decoded =   1924, tg =  30.39 t/s, tg_3s =  29.85 t/s
127.29.901.203 I slot print_timing: id  0 | task 162537 | n_decoded =   2015, tg =  30.38 t/s, tg_3s =  30.15 t/s
127.32.912.611 I slot print_timing: id  0 | task 162537 | n_decoded =   2105, tg =  30.36 t/s, tg_3s =  29.89 t/s
127.35.929.426 I slot print_timing: id  0 | task 162537 | n_decoded =   2195, tg =  30.34 t/s, tg_3s =  29.83 t/s
127.38.952.026 I slot print_timing: id  0 | task 162537 | n_decoded =   2285, tg =  30.32 t/s, tg_3s =  29.78 t/s
127.41.974.867 I slot print_timing: id  0 | task 162537 | n_decoded =   2375, tg =  30.29 t/s, tg_3s =  29.77 t/s
127.44.998.591 I slot print_timing: id  0 | task 162537 | n_decoded =   2467, tg =  30.30 t/s, tg_3s =  30.43 t/s
127.48.025.434 I slot print_timing: id  0 | task 162537 | n_decoded =   2554, tg =  30.24 t/s, tg_3s =  28.74 t/s
127.51.056.324 I slot print_timing: id  0 | task 162537 | n_decoded =   2645, tg =  30.24 t/s, tg_3s =  30.02 t/s
127.54.065.210 I slot print_timing: id  0 | task 162537 | n_decoded =   2735, tg =  30.23 t/s, tg_3s =  29.91 t/s
127.57.082.791 I slot print_timing: id  0 | task 162537 | n_decoded =   2826, tg =  30.22 t/s, tg_3s =  30.16 t/s
128.00.122.250 I slot print_timing: id  0 | task 162537 | n_decoded =   2916, tg =  30.20 t/s, tg_3s =  29.61 t/s
128.03.142.849 I slot print_timing: id  0 | task 162537 | n_decoded =   3008, tg =  30.21 t/s, tg_3s =  30.46 t/s
128.06.146.673 I slot print_timing: id  0 | task 162537 | n_decoded =   3097, tg =  30.19 t/s, tg_3s =  29.63 t/s
128.09.179.849 I slot print_timing: id  0 | task 162537 | n_decoded =   3189, tg =  30.20 t/s, tg_3s =  30.33 t/s
128.12.189.546 I slot print_timing: id  0 | task 162537 | n_decoded =   3274, tg =  30.14 t/s, tg_3s =  28.24 t/s
128.15.206.067 I slot print_timing: id  0 | task 162537 | n_decoded =   3363, tg =  30.13 t/s, tg_3s =  29.50 t/s
128.18.232.634 I slot print_timing: id  0 | task 162537 | n_decoded =   3452, tg =  30.11 t/s, tg_3s =  29.41 t/s
128.21.258.820 I slot print_timing: id  0 | task 162537 | n_decoded =   3542, tg =  30.10 t/s, tg_3s =  29.74 t/s
128.24.283.767 I slot print_timing: id  0 | task 162537 | n_decoded =   3631, tg =  30.08 t/s, tg_3s =  29.42 t/s
128.27.311.270 I slot print_timing: id  0 | task 162537 | n_decoded =   3722, tg =  30.08 t/s, tg_3s =  30.06 t/s
128.30.329.998 I slot print_timing: id  0 | task 162537 | n_decoded =   3812, tg =  30.07 t/s, tg_3s =  29.81 t/s
128.33.333.858 I slot print_timing: id  0 | task 162537 | n_decoded =   3902, tg =  30.07 t/s, tg_3s =  29.96 t/s
128.36.367.020 I slot print_timing: id  0 | task 162537 | n_decoded =   3993, tg =  30.07 t/s, tg_3s =  30.00 t/s
128.39.392.697 I slot print_timing: id  0 | task 162537 | n_decoded =   4082, tg =  30.06 t/s, tg_3s =  29.41 t/s
128.39.874.786 I slot print_timing: id  0 | task 162537 | prompt eval time =    4388.14 ms /  1224 tokens (    3.59 ms per token,   278.93 tokens per second)
128.39.874.794 I slot print_timing: id  0 | task 162537 |        eval time =  136296.81 ms /  4096 tokens (   33.28 ms per token,    30.05 tokens per second)
128.39.874.796 I slot print_timing: id  0 | task 162537 |       total time =  140684.95 ms /  5320 tokens
128.39.874.797 I slot print_timing: id  0 | task 162537 |    graphs reused =     164050
128.39.875.443 I slot      release: id  0 | task 162537 | stop processing: n_tokens = 12294, truncated = 0
128.39.933.909 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.996 (> 0.100 thold), f_keep = 0.666
128.39.934.082 I slot launch_slot_: id  0 | task 166637 | processing task, is_child = 0
128.44.507.286 I slot print_timing: id  0 | task 166637 | prompt eval time =    2107.14 ms /   599 tokens (    3.52 ms per token,   284.27 tokens per second)
128.44.507.289 I slot print_timing: id  0 | task 166637 |        eval time =    2466.05 ms /    84 tokens (   29.36 ms per token,    34.06 tokens per second)
128.44.507.290 I slot print_timing: id  0 | task 166637 |       total time =    4573.19 ms /   683 tokens
128.44.507.290 I slot print_timing: id  0 | task 166637 |    graphs reused =     164132
128.44.507.473 I slot      release: id  0 | task 166637 | stop processing: n_tokens = 8306, truncated = 0
128.44.531.935 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.641 (> 0.100 thold), f_keep = 0.687
128.44.532.055 I slot launch_slot_: id  0 | task 166724 | processing task, is_child = 0
128.49.645.634 I slot print_timing: id  0 | task 166724 | prompt processing, n_tokens =   2048, progress = 0.81, t =   5.11 s / 400.50 tokens per second
128.54.651.677 I slot print_timing: id  0 | task 166724 | prompt processing, n_tokens =   3106, progress = 0.93, t =  10.12 s / 306.93 tokens per second
128.54.871.934 I slot print_timing: id  0 | task 166724 | prompt processing, n_tokens =   3245, progress = 0.94, t =  10.34 s / 313.83 tokens per second
128.55.397.661 I slot print_timing: id  0 | task 166724 | prompt processing, n_tokens =   3757, progress = 1.00, t =  10.87 s / 345.77 tokens per second
129.00.153.172 I slot print_timing: id  0 | task 166724 | n_decoded =    102, tg =  33.94 t/s, tg_3s =  33.94 t/s
129.03.162.769 I slot print_timing: id  0 | task 166724 | n_decoded =    197, tg =  32.75 t/s, tg_3s =  31.57 t/s
129.06.188.856 I slot print_timing: id  0 | task 166724 | n_decoded =    293, tg =  32.41 t/s, tg_3s =  31.72 t/s
129.09.203.094 I slot print_timing: id  0 | task 166724 | n_decoded =    388, tg =  32.18 t/s, tg_3s =  31.52 t/s
129.11.602.065 I slot print_timing: id  0 | task 166724 | prompt eval time =   12615.58 ms /  3761 tokens (    3.35 ms per token,   298.12 tokens per second)
129.11.602.068 I slot print_timing: id  0 | task 166724 |        eval time =   14454.43 ms /   464 tokens (   31.15 ms per token,    32.10 tokens per second)
129.11.602.068 I slot print_timing: id  0 | task 166724 |       total time =   27070.00 ms /  4225 tokens
129.11.602.069 I slot print_timing: id  0 | task 166724 |    graphs reused =     164592
129.11.602.263 I slot      release: id  0 | task 166724 | stop processing: n_tokens = 9376, truncated = 0
129.11.627.915 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.936 (> 0.100 thold), f_keep = 0.951
129.11.628.052 I slot launch_slot_: id  0 | task 167193 | processing task, is_child = 0
129.18.967.581 I slot print_timing: id  0 | task 167193 | prompt eval time =    4624.75 ms /  1262 tokens (    3.66 ms per token,   272.88 tokens per second)
129.18.967.595 I slot print_timing: id  0 | task 167193 |        eval time =    2714.76 ms /    84 tokens (   32.32 ms per token,    30.94 tokens per second)
129.18.967.596 I slot print_timing: id  0 | task 167193 |       total time =    7339.51 ms /  1346 tokens
129.18.967.598 I slot print_timing: id  0 | task 167193 |    graphs reused =     164674
129.18.968.498 I slot      release: id  0 | task 167193 | stop processing: n_tokens = 9603, truncated = 0
129.19.035.395 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.954 (> 0.100 thold), f_keep = 0.991
129.19.035.581 I slot launch_slot_: id  0 | task 167281 | processing task, is_child = 0
129.25.282.997 I slot print_timing: id  0 | task 167281 | prompt eval time =    3900.48 ms /   972 tokens (    4.01 ms per token,   249.20 tokens per second)
129.25.283.000 I slot print_timing: id  0 | task 167281 |        eval time =    2346.93 ms /    80 tokens (   29.34 ms per token,    34.09 tokens per second)
129.25.283.000 I slot print_timing: id  0 | task 167281 |       total time =    6247.41 ms /  1052 tokens
129.25.283.000 I slot print_timing: id  0 | task 167281 |    graphs reused =     164751
129.25.283.210 I slot      release: id  0 | task 167281 | stop processing: n_tokens = 10057, truncated = 0
129.25.309.573 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.966 (> 0.100 thold), f_keep = 0.992
129.25.309.694 I slot launch_slot_: id  0 | task 167365 | processing task, is_child = 0
129.31.404.855 I slot print_timing: id  0 | task 167365 | n_decoded =    102, tg =  33.86 t/s, tg_3s =  33.86 t/s
129.34.423.028 I slot print_timing: id  0 | task 167365 | n_decoded =    197, tg =  32.67 t/s, tg_3s =  31.48 t/s
129.37.451.572 I slot print_timing: id  0 | task 167365 | n_decoded =    291, tg =  32.12 t/s, tg_3s =  31.04 t/s
129.40.477.984 I slot print_timing: id  0 | task 167365 | n_decoded =    385, tg =  31.86 t/s, tg_3s =  31.06 t/s
129.43.508.186 I slot print_timing: id  0 | task 167365 | n_decoded =    479, tg =  31.69 t/s, tg_3s =  31.02 t/s
129.45.303.637 I slot print_timing: id  0 | task 167365 | prompt eval time =    3083.10 ms /   753 tokens (    4.09 ms per token,   244.23 tokens per second)
129.45.303.639 I slot print_timing: id  0 | task 167365 |        eval time =   16910.83 ms /   535 tokens (   31.61 ms per token,    31.64 tokens per second)
129.45.303.641 I slot print_timing: id  0 | task 167365 |       total time =   19993.93 ms /  1288 tokens
129.45.303.641 I slot print_timing: id  0 | task 167365 |    graphs reused =     165282
129.45.303.857 I slot      release: id  0 | task 167365 | stop processing: n_tokens = 10866, truncated = 0
129.45.331.316 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.823 (> 0.100 thold), f_keep = 0.817
129.45.331.446 I slot launch_slot_: id  0 | task 167904 | processing task, is_child = 0
129.50.918.351 I slot print_timing: id  0 | task 167904 | prompt processing, n_tokens =   2012, progress = 0.95, t =   5.59 s / 360.13 tokens per second
129.52.482.994 I slot print_timing: id  0 | task 167904 | prompt processing, n_tokens =   2169, progress = 0.97, t =   7.15 s / 303.29 tokens per second
129.53.016.744 I slot print_timing: id  0 | task 167904 | prompt processing, n_tokens =   2524, progress = 1.00, t =   7.69 s / 328.42 tokens per second
129.57.375.078 I slot print_timing: id  0 | task 167904 | n_decoded =    101, tg =  33.37 t/s, tg_3s =  33.37 t/s
130.00.396.613 I slot print_timing: id  0 | task 167904 | n_decoded =    194, tg =  32.08 t/s, tg_3s =  30.78 t/s
130.03.420.655 I slot print_timing: id  0 | task 167904 | n_decoded =    288, tg =  31.74 t/s, tg_3s =  31.08 t/s
130.06.446.388 I slot print_timing: id  0 | task 167904 | n_decoded =    382, tg =  31.58 t/s, tg_3s =  31.07 t/s
130.08.945.235 I slot print_timing: id  0 | task 167904 | prompt eval time =    9016.90 ms /  2528 tokens (    3.57 ms per token,   280.36 tokens per second)
130.08.945.238 I slot print_timing: id  0 | task 167904 |        eval time =   14596.88 ms /   459 tokens (   31.80 ms per token,    31.45 tokens per second)
130.08.945.238 I slot print_timing: id  0 | task 167904 |       total time =   23613.78 ms /  2987 tokens
130.08.945.239 I slot print_timing: id  0 | task 167904 |    graphs reused =     165738
130.08.945.458 I slot      release: id  0 | task 167904 | stop processing: n_tokens = 11244, truncated = 0
130.08.975.732 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.968 (> 0.100 thold), f_keep = 0.956
130.08.975.854 I slot launch_slot_: id  0 | task 168367 | processing task, is_child = 0
130.14.499.769 I slot print_timing: id  0 | task 168367 | prompt eval time =    2890.48 ms /   675 tokens (    4.28 ms per token,   233.53 tokens per second)
130.14.499.772 I slot print_timing: id  0 | task 168367 |        eval time =    2633.43 ms /    89 tokens (   29.59 ms per token,    33.80 tokens per second)
130.14.499.773 I slot print_timing: id  0 | task 168367 |       total time =    5523.91 ms /   764 tokens
130.14.499.773 I slot print_timing: id  0 | task 168367 |    graphs reused =     165825
130.14.500.002 I slot      release: id  0 | task 168367 | stop processing: n_tokens = 11190, truncated = 0
130.14.528.208 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.978 (> 0.100 thold), f_keep = 0.992
130.14.528.328 I slot launch_slot_: id  0 | task 168460 | processing task, is_child = 0
130.19.243.052 I slot print_timing: id  0 | task 168460 | n_decoded =    100, tg =  32.86 t/s, tg_3s =  32.86 t/s
130.19.559.363 I slot print_timing: id  0 | task 168460 | prompt eval time =    1671.09 ms /   399 tokens (    4.19 ms per token,   238.77 tokens per second)
130.19.559.365 I slot print_timing: id  0 | task 168460 |        eval time =    3359.94 ms /   110 tokens (   30.54 ms per token,    32.74 tokens per second)
130.19.559.366 I slot print_timing: id  0 | task 168460 |       total time =    5031.03 ms /   509 tokens
130.19.559.366 I slot print_timing: id  0 | task 168460 |    graphs reused =     165933
130.19.559.599 I slot      release: id  0 | task 168460 | stop processing: n_tokens = 11454, truncated = 0
130.19.588.179 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.979 (> 0.100 thold), f_keep = 0.990
130.19.588.303 I slot launch_slot_: id  0 | task 168573 | processing task, is_child = 0
130.23.934.839 I slot print_timing: id  0 | task 168573 | prompt eval time =    1924.43 ms /   425 tokens (    4.53 ms per token,   220.84 tokens per second)
130.23.934.842 I slot print_timing: id  0 | task 168573 |        eval time =    2422.10 ms /    81 tokens (   29.90 ms per token,    33.44 tokens per second)
130.23.934.842 I slot print_timing: id  0 | task 168573 |       total time =    4346.53 ms /   506 tokens
130.23.934.843 I slot print_timing: id  0 | task 168573 |    graphs reused =     166012
130.23.935.075 I slot      release: id  0 | task 168573 | stop processing: n_tokens = 11670, truncated = 0
130.23.964.398 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.976 (> 0.100 thold), f_keep = 0.993
130.23.964.519 I slot launch_slot_: id  0 | task 168657 | processing task, is_child = 0
130.28.986.153 I slot print_timing: id  0 | task 168657 | n_decoded =    100, tg =  33.13 t/s, tg_3s =  33.13 t/s
130.30.011.612 I slot print_timing: id  0 | task 168657 | prompt eval time =    2003.26 ms /   458 tokens (    4.37 ms per token,   228.63 tokens per second)
130.30.011.615 I slot print_timing: id  0 | task 168657 |        eval time =    4043.83 ms /   132 tokens (   30.64 ms per token,    32.64 tokens per second)
130.30.011.615 I slot print_timing: id  0 | task 168657 |       total time =    6047.09 ms /   590 tokens
130.30.011.616 I slot print_timing: id  0 | task 168657 |    graphs reused =     166142
130.30.011.853 I slot      release: id  0 | task 168657 | stop processing: n_tokens = 11999, truncated = 0
130.34.152.215 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.999 (> 0.100 thold), f_keep = 0.095
130.34.152.616 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1057.348 MiB)
130.34.181.121 I slot launch_slot_: id  0 | task 168792 | processing task, is_child = 0
130.37.967.930 I slot print_timing: id  0 | task 168792 | n_decoded =    106, tg =  35.27 t/s, tg_3s =  35.27 t/s
130.38.446.811 I slot print_timing: id  0 | task 168792 | prompt eval time =     781.40 ms /   201 tokens (    3.89 ms per token,   257.23 tokens per second)
130.38.446.814 I slot print_timing: id  0 | task 168792 |        eval time =    3484.28 ms /   123 tokens (   28.33 ms per token,    35.30 tokens per second)
130.38.446.814 I slot print_timing: id  0 | task 168792 |       total time =    4265.68 ms /   324 tokens
130.38.446.815 I slot print_timing: id  0 | task 168792 |    graphs reused =     166263
130.38.446.865 I slot      release: id  0 | task 168792 | stop processing: n_tokens = 1261, truncated = 0
130.38.460.731 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.546 (> 0.100 thold), f_keep = 0.902
130.38.460.848 I slot launch_slot_: id  0 | task 168917 | processing task, is_child = 0
130.44.006.008 I slot print_timing: id  0 | task 168917 | prompt eval time =    3688.98 ms /  1146 tokens (    3.22 ms per token,   310.66 tokens per second)
130.44.006.011 I slot print_timing: id  0 | task 168917 |        eval time =    1856.18 ms /    66 tokens (   28.12 ms per token,    35.56 tokens per second)
130.44.006.012 I slot print_timing: id  0 | task 168917 |       total time =    5545.15 ms /  1212 tokens
130.44.006.013 I slot print_timing: id  0 | task 168917 |    graphs reused =     166327
130.44.006.086 I slot      release: id  0 | task 168917 | stop processing: n_tokens = 2149, truncated = 0
130.44.019.702 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.948 (> 0.100 thold), f_keep = 0.969
130.44.019.819 I slot launch_slot_: id  0 | task 168987 | processing task, is_child = 0
130.47.240.052 I slot print_timing: id  0 | task 168987 | prompt processing, n_tokens =   1011, progress = 1.00, t =   3.22 s / 313.95 tokens per second
130.49.453.341 I slot print_timing: id  0 | task 168987 | prompt eval time =    3537.41 ms /  1015 tokens (    3.49 ms per token,   286.93 tokens per second)
130.49.453.344 I slot print_timing: id  0 | task 168987 |        eval time =    1896.11 ms /    67 tokens (   28.30 ms per token,    35.34 tokens per second)
130.49.453.345 I slot print_timing: id  0 | task 168987 |       total time =    5433.51 ms /  1082 tokens
130.49.453.345 I slot print_timing: id  0 | task 168987 |    graphs reused =     166392
130.49.453.422 I slot      release: id  0 | task 168987 | stop processing: n_tokens = 2264, truncated = 0
130.49.467.429 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.938 (> 0.100 thold), f_keep = 0.970
130.49.467.545 I slot launch_slot_: id  0 | task 169058 | processing task, is_child = 0
130.52.525.814 I slot print_timing: id  0 | task 169058 | prompt eval time =     817.51 ms /   206 tokens (    3.97 ms per token,   251.98 tokens per second)
130.52.525.817 I slot print_timing: id  0 | task 169058 |        eval time =    2240.75 ms /    77 tokens (   29.10 ms per token,    34.36 tokens per second)
130.52.525.817 I slot print_timing: id  0 | task 169058 |       total time =    3058.26 ms /   283 tokens
130.52.525.818 I slot print_timing: id  0 | task 169058 |    graphs reused =     166467
130.52.525.898 I slot      release: id  0 | task 169058 | stop processing: n_tokens = 2417, truncated = 0
130.52.540.153 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.949 (> 0.100 thold), f_keep = 0.968
130.52.540.266 I slot launch_slot_: id  0 | task 169138 | processing task, is_child = 0
130.55.578.651 I slot print_timing: id  0 | task 169138 | prompt eval time =     880.11 ms /   215 tokens (    4.09 ms per token,   244.29 tokens per second)
130.55.578.654 I slot print_timing: id  0 | task 169138 |        eval time =    2158.27 ms /    74 tokens (   29.17 ms per token,    34.29 tokens per second)
130.55.578.654 I slot print_timing: id  0 | task 169138 |       total time =    3038.38 ms /   289 tokens
130.55.578.655 I slot print_timing: id  0 | task 169138 |    graphs reused =     166539
130.55.578.737 I slot      release: id  0 | task 169138 | stop processing: n_tokens = 2538, truncated = 0
